Region,Municipality,Year,Total
39032,Salmon Arm,2014," 17,742"
39032,Salmon Arm,2015," 17,984"
39032,Salmon Arm,2016," 18,367"
39032,Salmon Arm,2017," 18,808"
39032,Salmon Arm,2018," 18,990"
39032,Salmon Arm,2019," 19,156"
39032,Salmon Arm,2020," 19,328"
39032,Salmon Arm,2021," 19,668"
39032,Salmon Arm,2022," 20,096"
39045,Sicamous,2005,"  2,740"
39045,Sicamous,2006,"  2,721"
39045,Sicamous,2007,"  2,678"
39045,Sicamous,2008,"  2,640"
39045,Sicamous,2009,"  2,567"
39045,Sicamous,2010,"  2,512"
39045,Sicamous,2011,"  2,465"
39045,Sicamous,2012,"  2,446"
39045,Sicamous,2013,"  2,458"
39045,Sicamous,2014,"  2,446"
39045,Sicamous,2015,"  2,470"
39045,Sicamous,2016,"  2,511"
39045,Sicamous,2017,"  2,568"
39045,Sicamous,2018,"  2,629"
39045,Sicamous,2019,"  2,743"
39045,Sicamous,2020,"  2,701"
39045,Sicamous,2021,"  2,728"
39045,Sicamous,2022,"  2,871"
3999,Unincorporated Areas - Central Kootenay,2005," 30,661"
3999,Unincorporated Areas - Central Kootenay,2006," 30,556"
3999,Unincorporated Areas - Central Kootenay,2007," 30,679"
3999,Unincorporated Areas - Central Kootenay,2008," 30,843"
3999,Unincorporated Areas - Central Kootenay,2009," 30,812"
3999,Unincorporated Areas - Central Kootenay,2010," 30,839"
3999,Unincorporated Areas - Central Kootenay,2011," 30,807"
3999,Unincorporated Areas - Central Kootenay,2012," 30,827"
3999,Unincorporated Areas - Central Kootenay,2013," 31,032"
3999,Unincorporated Areas - Central Kootenay,2014," 31,137"
3999,Unincorporated Areas - Central Kootenay,2015," 31,553"
3999,Unincorporated Areas - Central Kootenay,2016," 32,062"
3999,Unincorporated Areas - Central Kootenay,2017," 32,302"
3999,Unincorporated Areas - Central Kootenay,2018," 32,631"
3999,Unincorporated Areas - Central Kootenay,2019," 32,707"
3999,Unincorporated Areas - Central Kootenay,2020," 33,113"
3999,Unincorporated Areas - Central Kootenay,2021," 33,283"
3999,Unincorporated Areas - Central Kootenay,2022," 33,690"
39999,Unincorporated Areas - Columbia-Shuswap,2005," 20,546"
39999,Unincorporated Areas - Columbia-Shuswap,2006," 20,847"
39999,Unincorporated Areas - Columbia-Shuswap,2007," 20,938"
39999,Unincorporated Areas - Columbia-Shuswap,2008," 20,891"
39999,Unincorporated Areas - Columbia-Shuswap,2009," 20,408"
39999,Unincorporated Areas - Columbia-Shuswap,2010," 20,343"
39999,Unincorporated Areas - Columbia-Shuswap,2011," 20,013"
39999,Unincorporated Areas - Columbia-Shuswap,2012," 19,956"
39999,Unincorporated Areas - Columbia-Shuswap,2013," 20,041"
39999,Unincorporated Areas - Columbia-Shuswap,2014," 20,018"
39999,Unincorporated Areas - Columbia-Shuswap,2015," 20,455"
39999,Unincorporated Areas - Columbia-Shuswap,2016," 20,707"
39999,Unincorporated Areas - Columbia-Shuswap,2017," 21,047"
39999,Unincorporated Areas - Columbia-Shuswap,2018," 21,477"
39999,Unincorporated Areas - Columbia-Shuswap,2019," 21,729"
39999,Unincorporated Areas - Columbia-Shuswap,2020," 22,086"
39999,Unincorporated Areas - Columbia-Shuswap,2021," 22,582"
39999,Unincorporated Areas - Columbia-Shuswap,2022," 23,209"
41005,One Hundred Mile House,2005,"  1,896"
41005,One Hundred Mile House,2006,"  1,933"
41005,One Hundred Mile House,2007,"  1,957"
41005,One Hundred Mile House,2008,"  1,935"
41005,One Hundred Mile House,2009,"  1,930"
41005,One Hundred Mile House,2010,"  1,914"
41005,One Hundred Mile House,2011,"  1,910"
41005,One Hundred Mile House,2012,"  1,918"
41005,One Hundred Mile House,2013,"  1,940"
41005,One Hundred Mile House,2014,"  1,960"
41005,One Hundred Mile House,2015,"  1,978"
41005,One Hundred Mile House,2016,"  1,991"
41005,One Hundred Mile House,2017,"  1,999"
41005,One Hundred Mile House,2018,"  1,998"
41005,One Hundred Mile House,2019,"  2,014"
41005,One Hundred Mile House,2020,"  2,004"
41005,One Hundred Mile House,2021,"  2,019"
41005,One Hundred Mile House,2022,"  2,031"
41009,Williams Lake,2005," 11,080"
41009,Williams Lake,2006," 11,112"
41009,Williams Lake,2007," 11,239"
41009,Williams Lake,2008," 11,321"
41009,Williams Lake,2009," 11,178"
41009,Williams Lake,2010," 11,069"
41009,Williams Lake,2011," 11,043"
41009,Williams Lake,2012," 11,109"
41009,Williams Lake,2013," 11,131"
41009,Williams Lake,2014," 11,279"
41009,Williams Lake,2015," 11,259"
41009,Williams Lake,2016," 11,196"
41009,Williams Lake,2017," 11,155"
41009,Williams Lake,2018," 11,348"
41009,Williams Lake,2019," 11,459"
41009,Williams Lake,2020," 11,434"
41009,Williams Lake,2021," 11,556"
41009,Williams Lake,2022," 11,384"
41013,Quesnel,2005,"  9,654"
41013,Quesnel,2006,"  9,600"
41013,Quesnel,2007,"  9,725"
41013,Quesnel,2008," 10,043"
41013,Quesnel,2009," 10,047"
41013,Quesnel,2010," 10,157"
41013,Quesnel,2011," 10,204"
41013,Quesnel,2012," 10,136"
41013,Quesnel,2013," 10,124"
41013,Quesnel,2014," 10,037"
41013,Quesnel,2015," 10,099"
41013,Quesnel,2016," 10,285"
41013,Quesnel,2017," 10,263"
41013,Quesnel,2018," 10,334"
41013,Quesnel,2019," 10,366"
41013,Quesnel,2020," 10,315"
41013,Quesnel,2021," 10,224"
41013,Quesnel,2022," 10,198"
41025,Wells,2005,    229
41025,Wells,2006,    251
41025,Wells,2007,    254
41025,Wells,2008,    236
41025,Wells,2009,    244
41025,Wells,2010,    260
41025,Wells,2011,    251
41025,Wells,2012,    242
41025,Wells,2013,    233
41025,Wells,2014,    226
41025,Wells,2015,    225
41025,Wells,2016,    216
41025,Wells,2017,    226
41025,Wells,2018,    227
41025,Wells,2019,    230
41025,Wells,2020,    224
41025,Wells,2021,    221
41025,Wells,2022,    235
41999,Unincorporated Areas - Cariboo,2005," 41,281"
41999,Unincorporated Areas - Cariboo,2006," 40,976"
41999,Unincorporated Areas - Cariboo,2007," 41,119"
41999,Unincorporated Areas - Cariboo,2008," 41,144"
41999,Unincorporated Areas - Cariboo,2009," 40,770"
41999,Unincorporated Areas - Cariboo,2010," 40,396"
41999,Unincorporated Areas - Cariboo,2011," 39,972"
41999,Unincorporated Areas - Cariboo,2012," 39,838"
41999,Unincorporated Areas - Cariboo,2013," 39,852"
41999,Unincorporated Areas - Cariboo,2014," 40,122"
41999,Unincorporated Areas - Cariboo,2015," 40,297"
41999,Unincorporated Areas - Cariboo,2016," 40,605"
41999,Unincorporated Areas - Cariboo,2017," 41,067"
41999,Unincorporated Areas - Cariboo,2018," 41,239"
41999,Unincorporated Areas - Cariboo,2019," 41,312"
41999,Unincorporated Areas - Cariboo,2020," 41,404"
41999,Unincorporated Areas - Cariboo,2021," 41,604"
41999,Unincorporated Areas - Cariboo,2022," 42,007"
43008,Alert Bay,2005,    434
43008,Alert Bay,2006,    371
43008,Alert Bay,2007,    408
43008,Alert Bay,2008,    405
43008,Alert Bay,2009,    417
43008,Alert Bay,2010,    428
43008,Alert Bay,2011,    443
43008,Alert Bay,2012,    457
43008,Alert Bay,2013,    463
43008,Alert Bay,2014,    480
43008,Alert Bay,2015,    480
43008,Alert Bay,2016,    500
43008,Alert Bay,2017,    462
43008,Alert Bay,2018,    449
43008,Alert Bay,2019,    440
43008,Alert Bay,2020,    440
43008,Alert Bay,2021,    472
43008,Alert Bay,2022,    469
43012,Port McNeill,2005,"  2,753"
43012,Port McNeill,2006,"  2,714"
43012,Port McNeill,2007,"  2,688"
43012,Port McNeill,2008,"  2,643"
43012,Port McNeill,2009,"  2,607"
43012,Port McNeill,2010,"  2,541"
43012,Port McNeill,2011,"  2,559"
43012,Port McNeill,2012,"  2,469"
43012,Port McNeill,2013,"  2,437"
43012,Port McNeill,2014,"  2,433"
43012,Port McNeill,2015,"  2,453"
43012,Port McNeill,2016,"  2,427"
43012,Port McNeill,2017,"  2,436"
43012,Port McNeill,2018,"  2,404"
43012,Port McNeill,2019,"  2,409"
43012,Port McNeill,2020,"  2,437"
43012,Port McNeill,2021,"  2,461"
43012,Port McNeill,2022,"  2,510"
43017,Port Alice,2005,    899
43017,Port Alice,2006,    838
43017,Port Alice,2007,    894
43017,Port Alice,2008,    875
43017,Port Alice,2009,    850
43017,Port Alice,2010,    855
43017,Port Alice,2011,    802
43017,Port Alice,2012,    800
43017,Port Alice,2013,    801
43017,Port Alice,2014,    783
43017,Port Alice,2015,    709
43017,Port Alice,2016,    676
43017,Port Alice,2017,    643
43017,Port Alice,2018,    640
43017,Port Alice,2019,    653
43017,Port Alice,2020,    660
43017,Port Alice,2021,    698
43017,Port Alice,2022,    696
43023,Port Hardy,2005,"  4,116"
43023,Port Hardy,2006,"  3,914"
43023,Port Hardy,2007,"  3,997"
43023,Port Hardy,2008,"  4,095"
43023,Port Hardy,2009,"  4,100"
43023,Port Hardy,2010,"  4,151"
43023,Port Hardy,2011,"  4,088"
43023,Port Hardy,2012,"  4,257"
43023,Port Hardy,2013,"  4,239"
43023,Port Hardy,2014,"  4,268"
43023,Port Hardy,2015,"  4,275"
43023,Port Hardy,2016,"  4,292"
43023,Port Hardy,2017,"  4,379"
43023,Port Hardy,2018,"  4,324"
43023,Port Hardy,2019,"  4,446"
43023,Port Hardy,2020,"  4,318"
43023,Port Hardy,2021,"  4,364"
43023,Port Hardy,2022,"  4,421"
43999,Unincorporated Areas - Mount Waddington,2005,"  4,095"
43999,Unincorporated Areas - Mount Waddington,2006,"  4,107"
43999,Unincorporated Areas - Mount Waddington,2007,"  4,011"
43999,Unincorporated Areas - Mount Waddington,2008,"  4,005"
43999,Unincorporated Areas - Mount Waddington,2009,"  3,871"
43999,Unincorporated Areas - Mount Waddington,2010,"  3,832"
43999,Unincorporated Areas - Mount Waddington,2011,"  3,828"
43999,Unincorporated Areas - Mount Waddington,2012,"  3,776"
43999,Unincorporated Areas - Mount Waddington,2013,"  3,726"
43999,Unincorporated Areas - Mount Waddington,2014,"  3,727"
43999,Unincorporated Areas - Mount Waddington,2015,"  3,597"
43999,Unincorporated Areas - Mount Waddington,2016,"  3,537"
43999,Unincorporated Areas - Mount Waddington,2017,"  3,587"
43999,Unincorporated Areas - Mount Waddington,2018,"  3,794"
43999,Unincorporated Areas - Mount Waddington,2019,"  3,751"
43999,Unincorporated Areas - Mount Waddington,2020,"  3,821"
43999,Unincorporated Areas - Mount Waddington,2021,"  3,792"
43999,Unincorporated Areas - Mount Waddington,2022,"  3,803"
45999,Unincorporated Areas - Central Coast,2005,"  3,402"
45999,Unincorporated Areas - Central Coast,2006,"  3,273"
45999,Unincorporated Areas - Central Coast,2007,"  3,256"
45999,Unincorporated Areas - Central Coast,2008,"  3,241"
45999,Unincorporated Areas - Central Coast,2009,"  3,242"
45999,Unincorporated Areas - Central Coast,2010,"  3,261"
45999,Unincorporated Areas - Central Coast,2011,"  3,285"
45999,Unincorporated Areas - Central Coast,2012,"  3,306"
45999,Unincorporated Areas - Central Coast,2013,"  3,373"
45999,Unincorporated Areas - Central Coast,2014,"  3,360"
45999,Unincorporated Areas - Central Coast,2015,"  3,359"
45999,Unincorporated Areas - Central Coast,2016,"  3,464"
45999,Unincorporated Areas - Central Coast,2017,"  3,485"
45999,Unincorporated Areas - Central Coast,2018,"  3,548"
45999,Unincorporated Areas - Central Coast,2019,"  3,553"
45999,Unincorporated Areas - Central Coast,2020,"  3,578"
45999,Unincorporated Areas - Central Coast,2021,"  3,621"
45999,Unincorporated Areas - Central Coast,2022,"  3,688"
47007,Port Edward,2005,    582
47007,Port Edward,2006,    592
47007,Port Edward,2007,    593
47007,Port Edward,2008,    591
47007,Port Edward,2009,    587
47007,Port Edward,2010,    566
47007,Port Edward,2011,    546
47007,Port Edward,2012,    543
47007,Port Edward,2013,    546
47007,Port Edward,2014,    509
47007,Port Edward,2015,    503
47007,Port Edward,2016,    483
47007,Port Edward,2017,    443
47007,Port Edward,2018,    444
47007,Port Edward,2019,    428
47007,Port Edward,2020,    463
47007,Port Edward,2021,    477
47007,Port Edward,2022,    492
47012,Prince Rupert,2005," 13,503"
47012,Prince Rupert,2006," 13,149"
47012,Prince Rupert,2007," 13,047"
47012,Prince Rupert,2008," 13,068"
47012,Prince Rupert,2009," 12,988"
47012,Prince Rupert,2010," 12,946"
47012,Prince Rupert,2011," 12,760"
47012,Prince Rupert,2012," 12,761"
47012,Prince Rupert,2013," 12,735"
47012,Prince Rupert,2014," 12,784"
47012,Prince Rupert,2015," 12,774"
47012,Prince Rupert,2016," 12,784"
47012,Prince Rupert,2017," 12,903"
47012,Prince Rupert,2018," 12,946"
47012,Prince Rupert,2019," 13,006"
47012,Prince Rupert,2020," 13,002"
47012,Prince Rupert,2021," 13,114"
47012,Prince Rupert,2022," 13,172"
47023,Masset,2005,    968
47023,Masset,2006,    961
47023,Masset,2007,    956
47023,Masset,2008,    974
47023,Masset,2009,    930
47023,Masset,2010,    925
47023,Masset,2011,    896
47023,Masset,2012,    873
47023,Masset,2013,    862
47023,Masset,2014,    837
47023,Masset,2015,    827
47023,Masset,2016,    828
47023,Masset,2017,    810
47023,Masset,2018,    808
47023,Masset,2019,    757
47023,Masset,2020,    776
47023,Masset,2021,    758
47023,Masset,2022,    765
47026,Daajing Giids,2005,    994
47026,Daajing Giids,2006,    971
47026,Daajing Giids,2007,    969
47026,Daajing Giids,2008,    973
47026,Daajing Giids,2009,    975
47026,Daajing Giids,2010,    929
47026,Daajing Giids,2011,    954
47026,Daajing Giids,2012,    938
47026,Daajing Giids,2013,    924
47026,Daajing Giids,2014,    940
47026,Daajing Giids,2015,    912
47026,Daajing Giids,2016,    890
47026,Daajing Giids,2017,    958
47026,Daajing Giids,2018,    964
47026,Daajing Giids,2019,    967
47026,Daajing Giids,2020,    958
47026,Daajing Giids,2021,    984
47026,Daajing Giids,2022,    992
47030,Port Clements,2005,    465
47030,Port Clements,2006,    448
47030,Port Clements,2007,    440
47030,Port Clements,2008,    422
47030,Port Clements,2009,    412
47030,Port Clements,2010,    402
47030,Port Clements,2011,    381
47030,Port Clements,2012,    346
47030,Port Clements,2013,    317
47030,Port Clements,2014,    298
47030,Port Clements,2015,    299
47030,Port Clements,2016,    295
47030,Port Clements,2017,    295
47030,Port Clements,2018,    288
47030,Port Clements,2019,    285
47030,Port Clements,2020,    292
47030,Port Clements,2021,    263
47030,Port Clements,2022,    256
47999,Unincorporated Areas - Skeena-Queen Charlotte,2005,"  4,066"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2006,"  4,049"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2007,"  3,957"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2008,"  3,852"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2009,"  3,778"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2010,"  3,692"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2011,"  3,596"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2012,"  3,597"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2013,"  3,624"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2014,"  3,605"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2015,"  3,635"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2016,"  3,721"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2017,"  3,708"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2018,"  3,768"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2019,"  3,834"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2020,"  3,877"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2021,"  3,910"
47999,Unincorporated Areas - Skeena-Queen Charlotte,2022,"  3,898"
49005,Kitimat,2005,"  9,485"
49005,Kitimat,2006,"  9,193"
49005,Kitimat,2007,"  9,021"
49005,Kitimat,2008,"  9,026"
49005,Kitimat,2009,"  8,968"
49005,Kitimat,2010,"  8,729"
49005,Kitimat,2011,"  8,457"
49005,Kitimat,2012,"  8,350"
49005,Kitimat,2013,"  8,510"
49005,Kitimat,2014,"  8,565"
49005,Kitimat,2015,"  8,495"
49005,Kitimat,2016,"  8,485"
49005,Kitimat,2017,"  8,435"
49005,Kitimat,2018,"  8,370"
49005,Kitimat,2019,"  8,379"
49005,Kitimat,2020,"  8,459"
49005,Kitimat,2021,"  8,586"
49005,Kitimat,2022,"  8,643"
49011,Terrace,2005," 11,839"
49011,Terrace,2006," 11,656"
49011,Terrace,2007," 11,731"
49011,Terrace,2008," 11,751"
49011,Terrace,2009," 11,832"
49011,Terrace,2010," 11,818"
49011,Terrace,2011," 11,710"
49011,Terrace,2012," 11,853"
49011,Terrace,2013," 11,870"
49011,Terrace,2014," 12,065"
49011,Terrace,2015," 12,188"
49011,Terrace,2016," 12,151"
49011,Terrace,2017," 12,245"
49011,Terrace,2018," 12,444"
49011,Terrace,2019," 12,585"
49011,Terrace,2020," 12,964"
49011,Terrace,2021," 13,115"
49011,Terrace,2022," 13,379"
49022,Hazelton,2005,    293
49022,Hazelton,2006,    296
49022,Hazelton,2007,    305
49022,Hazelton,2008,    303
49022,Hazelton,2009,    311
49022,Hazelton,2010,    307
49022,Hazelton,2011,    292
49022,Hazelton,2012,    305
49022,Hazelton,2013,    311
49022,Hazelton,2014,    320
49022,Hazelton,2015,    318
49022,Hazelton,2016,    325
49022,Hazelton,2017,    324
49022,Hazelton,2018,    321
49022,Hazelton,2019,    311
49022,Hazelton,2020,    330
49022,Hazelton,2021,    332
49022,Hazelton,2022,    336
49024,New Hazelton,2005,    674
49024,New Hazelton,2006,    644
49024,New Hazelton,2007,    643
49024,New Hazelton,2008,    648
49024,New Hazelton,2009,    661
49024,New Hazelton,2010,    663
49024,New Hazelton,2011,    673
49024,New Hazelton,2012,    663
49024,New Hazelton,2013,    652
49024,New Hazelton,2014,    654
49024,New Hazelton,2015,    613
49024,New Hazelton,2016,    607
49024,New Hazelton,2017,    608
49024,New Hazelton,2018,    597
49024,New Hazelton,2019,    607
49024,New Hazelton,2020,    622
49024,New Hazelton,2021,    618
49024,New Hazelton,2022,    628
49032,Stewart,2005,    526
49032,Stewart,2006,    498
49032,Stewart,2007,    517
49032,Stewart,2008,    475
49032,Stewart,2009,    494
49032,Stewart,2010,    511
49032,Stewart,2011,    498
49032,Stewart,2012,    491
49032,Stewart,2013,    479
49032,Stewart,2014,    450
49032,Stewart,2015,    431
49032,Stewart,2016,    431
49032,Stewart,2017,    420
49032,Stewart,2018,    414
49032,Stewart,2019,    434
49032,Stewart,2020,    426
49032,Stewart,2021,    423
49032,Stewart,2022,    425
49999,Unincorporated Areas - Kitimat-Stikine,2005," 17,317"
49999,Unincorporated Areas - Kitimat-Stikine,2006," 17,169"
49999,Unincorporated Areas - Kitimat-Stikine,2007," 16,967"
49999,Unincorporated Areas - Kitimat-Stikine,2008," 16,969"
49999,Unincorporated Areas - Kitimat-Stikine,2009," 16,817"
49999,Unincorporated Areas - Kitimat-Stikine,2010," 16,582"
49999,Unincorporated Areas - Kitimat-Stikine,2011," 16,462"
49999,Unincorporated Areas - Kitimat-Stikine,2012," 16,445"
49999,Unincorporated Areas - Kitimat-Stikine,2013," 16,636"
49999,Unincorporated Areas - Kitimat-Stikine,2014," 17,046"
49999,Unincorporated Areas - Kitimat-Stikine,2015," 16,996"
49999,Unincorporated Areas - Kitimat-Stikine,2016," 16,960"
49999,Unincorporated Areas - Kitimat-Stikine,2017," 16,893"
49999,Unincorporated Areas - Kitimat-Stikine,2018," 16,939"
49999,Unincorporated Areas - Kitimat-Stikine,2019," 17,163"
49999,Unincorporated Areas - Kitimat-Stikine,2020," 17,177"
49999,Unincorporated Areas - Kitimat-Stikine,2021," 17,281"
49999,Unincorporated Areas - Kitimat-Stikine,2022," 17,469"
5005,Fruitvale,2005,"  2,003"
5005,Fruitvale,2006,"  1,995"
5005,Fruitvale,2007,"  1,996"
5005,Fruitvale,2008,"  2,024"
5005,Fruitvale,2009,"  2,031"
5005,Fruitvale,2010,"  2,039"
5005,Fruitvale,2011,"  2,044"
5005,Fruitvale,2012,"  2,025"
5005,Fruitvale,2013,"  1,995"
5005,Fruitvale,2014,"  1,988"
5005,Fruitvale,2015,"  1,981"
5005,Fruitvale,2016,"  2,006"
5005,Fruitvale,2017,"  1,997"
5005,Fruitvale,2018,"  2,027"
5005,Fruitvale,2019,"  2,041"
5005,Fruitvale,2020,"  2,036"
5005,Fruitvale,2021,"  2,042"
5005,Fruitvale,2022,"  2,063"
5009,Montrose,2005,"  1,057"
5009,Montrose,2006,"  1,037"
5009,Montrose,2007,"  1,066"
5009,Montrose,2008,"  1,045"
5009,Montrose,2009,"  1,042"
5009,Montrose,2010,"  1,044"
5009,Montrose,2011,"  1,038"
5009,Montrose,2012,"  1,074"
5009,Montrose,2013,"  1,084"
5009,Montrose,2014,"  1,024"
5009,Montrose,2015,"  1,009"
5009,Montrose,2016,"  1,039"
5009,Montrose,2017,"  1,041"
5009,Montrose,2018,"  1,050"
5009,Montrose,2019,"  1,048"
5009,Montrose,2020,"  1,058"
5009,Montrose,2021,"  1,054"
5009,Montrose,2022,"  1,062"
5014,Trail,2005,"  7,424"
5014,Trail,2006,"  7,406"
5014,Trail,2007,"  7,465"
5014,Trail,2008,"  7,552"
5014,Trail,2009,"  7,573"
5014,Trail,2010,"  7,732"
5014,Trail,2011,"  7,768"
5014,Trail,2012,"  7,760"
5014,Trail,2013,"  7,783"
5014,Trail,2014,"  7,800"
5014,Trail,2015,"  7,823"
5014,Trail,2016,"  7,994"
5014,Trail,2017,"  8,072"
5014,Trail,2018,"  8,144"
5014,Trail,2019,"  8,188"
5014,Trail,2020,"  8,241"
5014,Trail,2021,"  8,168"
5014,Trail,2022,"  8,196"
5018,Warfield,2005,"  1,771"
5018,Warfield,2006,"  1,770"
5018,Warfield,2007,"  1,784"
5018,Warfield,2008,"  1,776"
5018,Warfield,2009,"  1,749"
5018,Warfield,2010,"  1,738"
5018,Warfield,2011,"  1,731"
5018,Warfield,2012,"  1,667"
5018,Warfield,2013,"  1,666"
5018,Warfield,2014,"  1,699"
5018,Warfield,2015,"  1,700"
5018,Warfield,2016,"  1,758"
5018,Warfield,2017,"  1,744"
5018,Warfield,2018,"  1,734"
5018,Warfield,2019,"  1,725"
5018,Warfield,2020,"  1,755"
5018,Warfield,2021,"  1,802"
5018,Warfield,2022,"  1,825"
5023,Rossland,2005,"  3,422"
5023,Rossland,2006,"  3,364"
5023,Rossland,2007,"  3,394"
5023,Rossland,2008,"  3,520"
5023,Rossland,2009,"  3,612"
5023,Rossland,2010,"  3,612"
5023,Rossland,2011,"  3,625"
5023,Rossland,2012,"  3,678"
5023,Rossland,2013,"  3,720"
5023,Rossland,2014,"  3,799"
5023,Rossland,2015,"  3,819"
5023,Rossland,2016,"  3,900"
5023,Rossland,2017,"  3,941"
5023,Rossland,2018,"  4,009"
5023,Rossland,2019,"  4,117"
5023,Rossland,2020,"  4,103"
5023,Rossland,2021,"  4,233"
5023,Rossland,2022,"  4,255"
5032,Grand Forks,2005,"  4,105"
5032,Grand Forks,2006,"  4,128"
5032,Grand Forks,2007,"  4,118"
5032,Grand Forks,2008,"  4,118"
5032,Grand Forks,2009,"  4,115"
5032,Grand Forks,2010,"  4,097"
5032,Grand Forks,2011,"  4,042"
5032,Grand Forks,2012,"  4,049"
5032,Grand Forks,2013,"  4,054"
5032,Grand Forks,2014,"  4,087"
5032,Grand Forks,2015,"  4,139"
5032,Grand Forks,2016,"  4,173"
5032,Grand Forks,2017,"  4,194"
5032,Grand Forks,2018,"  4,239"
5032,Grand Forks,2019,"  4,264"
5032,Grand Forks,2020,"  4,265"
5032,Grand Forks,2021,"  4,286"
5032,Grand Forks,2022,"  4,322"
5037,Midway,2005,    628
5037,Midway,2006,    640
5037,Midway,2007,    676
5037,Midway,2008,    645
5037,Midway,2009,    634
5037,Midway,2010,    653
5037,Midway,2011,    668
5037,Midway,2012,    662
5037,Midway,2013,    639
5037,Midway,2014,    627
5037,Midway,2015,    643
5037,Midway,2016,    663
5037,Midway,2017,    648
5037,Midway,2018,    679
5037,Midway,2019,    679
5037,Midway,2020,    677
5037,Midway,2021,    684
5037,Midway,2022,    732
5042,Greenwood,2005,    641
5042,Greenwood,2006,    636
5042,Greenwood,2007,    651
5042,Greenwood,2008,    679
5042,Greenwood,2009,    687
5042,Greenwood,2010,    696
5042,Greenwood,2011,    707
5042,Greenwood,2012,    749
5042,Greenwood,2013,    713
5042,Greenwood,2014,    666
5042,Greenwood,2015,    682
5042,Greenwood,2016,    684
5042,Greenwood,2017,    696
5042,Greenwood,2018,    698
5042,Greenwood,2019,    703
5042,Greenwood,2020,    706
5042,Greenwood,2021,    693
5042,Greenwood,2022,    709
51007,Vanderhoof,2005,"  4,231"
51007,Vanderhoof,2006,"  4,197"
51007,Vanderhoof,2007,"  4,263"
51007,Vanderhoof,2008,"  4,361"
51007,Vanderhoof,2009,"  4,433"
51007,Vanderhoof,2010,"  4,538"
51007,Vanderhoof,2011,"  4,570"
51007,Vanderhoof,2012,"  4,589"
51007,Vanderhoof,2013,"  4,598"
51007,Vanderhoof,2014,"  4,604"
51007,Vanderhoof,2015,"  4,611"
51007,Vanderhoof,2016,"  4,634"
51007,Vanderhoof,2017,"  4,621"
51007,Vanderhoof,2018,"  4,619"
51007,Vanderhoof,2019,"  4,662"
51007,Vanderhoof,2020,"  4,673"
51007,Vanderhoof,2021,"  4,704"
51007,Vanderhoof,2022,"  4,717"
51009,Fraser Lake,2005,"  1,161"
51009,Fraser Lake,2006,"  1,135"
51009,Fraser Lake,2007,"  1,119"
51009,Fraser Lake,2008,"  1,217"
51009,Fraser Lake,2009,"  1,195"
51009,Fraser Lake,2010,"  1,166"
51009,Fraser Lake,2011,"  1,194"
51009,Fraser Lake,2012,"  1,148"
51009,Fraser Lake,2013,"  1,157"
51009,Fraser Lake,2014,"  1,122"
51009,Fraser Lake,2015,"  1,083"
51009,Fraser Lake,2016,"  1,012"
51009,Fraser Lake,2017,"  1,023"
51009,Fraser Lake,2018,    981
51009,Fraser Lake,2019,    954
51009,Fraser Lake,2020,    944
51009,Fraser Lake,2021,    966
51009,Fraser Lake,2022,"  1,028"
51013,Fort St. James,2005,"  1,494"
51013,Fort St. James,2006,"  1,396"
51013,Fort St. James,2007,"  1,472"
51013,Fort St. James,2008,"  1,545"
51013,Fort St. James,2009,"  1,600"
51013,Fort St. James,2010,"  1,671"
51013,Fort St. James,2011,"  1,707"
51013,Fort St. James,2012,"  1,702"
51013,Fort St. James,2013,"  1,672"
51013,Fort St. James,2014,"  1,723"
51013,Fort St. James,2015,"  1,706"
51013,Fort St. James,2016,"  1,664"
51013,Fort St. James,2017,"  1,727"
51013,Fort St. James,2018,"  1,788"
51013,Fort St. James,2019,"  1,807"
51013,Fort St. James,2020,"  1,752"
51013,Fort St. James,2021,"  1,755"
51013,Fort St. James,2022,"  1,704"
51022,Burns Lake,2005,"  2,140"
51022,Burns Lake,2006,"  2,177"
51022,Burns Lake,2007,"  2,156"
51022,Burns Lake,2008,"  2,128"
51022,Burns Lake,2009,"  2,110"
51022,Burns Lake,2010,"  2,098"
51022,Burns Lake,2011,"  2,068"
51022,Burns Lake,2012,"  2,030"
51022,Burns Lake,2013,"  1,982"
51022,Burns Lake,2014,"  1,937"
51022,Burns Lake,2015,"  1,883"
51022,Burns Lake,2016,"  1,857"
51022,Burns Lake,2017,"  1,843"
51022,Burns Lake,2018,"  1,847"
51022,Burns Lake,2019,"  1,855"
51022,Burns Lake,2020,"  1,866"
51022,Burns Lake,2021,"  1,876"
51022,Burns Lake,2022,"  1,891"
51032,Granisle,2005,    359
51032,Granisle,2006,    363
